word	primary_house	houses	ambiguous	sources
inaugural	2	2	no	speech(H2)
inaugural address	2	2	no	speech(H2)
incarcerate	12	12	no	jail(H12)
incarceration	12	12	no	confinement(H12)
incentive	11	11	no	bonus(H11)
inception	1	1	no	beginning(H1)
incidental	12	12	no	expense(H12)
incidental expense	12	12	no	expense(H12)
incipience	1	1	no	beginning(H1)
incipiency	1	1	no	beginning(H1)
income	2	2	no	income(H2)
income tax return	11	11	no	return(H11)
incompetence	6	6	no	disease(H6)
incorporation	5	5	no	learning(H5)
increase	11	11	no	gain(H11)
incumbency	6	6	no	duty(H6)
indemnity	8	8	no	insurance(H8)
indenture	7	7	no	contract(H7)
indian lodge	4	4	no	home(H4); dwelling(H4)
indian red	4	4	no	soil(H4)
indian tick fever	6	6	no	disease(H6)
indicant	3	3	no	communication(H3)
indication	3	3	no	communication(H3)
indirect request	11	11	no	wish(H11)
indisposition	6	6	no	illness(H6); sickness(H6)
individualism	9	9	no	philosophy(H9)
individuality	1	1	no	identity(H1); personality(H1)
indorsement	10	10	no	promotion(H10)
indurated clay	4	4	no	soil(H4)
industrial disease	6	6	no	disease(H6)
infant	5	5	no	child(H5); baby(H5)
infant death	8	8	no	death(H8)
infant prodigy	5	5	no	child(H5); kid(H5)
infatuation	5	5	no	infatuation(H5)
infection	3	3	no	communication(H3)
infirmary	12	12	no	hospital(H12)
inflammatory disease	6	6	no	disease(H6)
information return	11	11	no	return(H11)
infotainment	5	5	no	movie(H5); film(H5)
ingeniousness	5	5	no	creativity(H5)
ingenuity	5	5	no	creativity(H5)
ingest	5	5	no	learning(H5)
ingurgitate	2	2	no	eating(H2)
inheritance	8	8	no	inheritance(H8)
inherited disease	6	6	no	disease(H6)
inherited disorder	6	6	no	disease(H6)
inherited wealth	2	2	no	wealth(H2)
iniquity	10	10	no	status(H10)
initial	3	3	no	letter(H3)
initiation	9	9	no	wisdom(H9)
injury	6	6,8	yes	injury(H6); accident(H8)
inmarriage	7	7	no	marriage(H7)
inner light	9	9	no	ethics(H9); morality(H9)
innocence	10	10	no	status(H10)
innovation	5	5	no	creativity(H5)
inquiry	8	8	no	research(H8); investigation(H8)
insane asylum	12	12	no	hospital(H12)
inscription	3	3	no	writing(H3)
insect bite	6	6	no	injury(H6)
insight	8	8	no	intuition(H8)
insolubility	4	4	no	property(H4)
inspectorate	1	1	no	body(H1)
inspiration	8	8	no	intuition(H8)
installment credit	6	6	no	loan(H6)
installment debt	6	6	no	debt(H6)
installment loan	6	6	no	loan(H6)
institution	12	12	no	hospital(H12)
instruction	5	5	no	education(H5)
instructor	9	9	no	teacher(H9)
instructress	9	9	no	teacher(H9)
insularism	12	12	no	isolation(H12)
insularity	12	12	no	isolation(H12)
insulation	12	12	no	isolation(H12)
insurance	7	7,8	yes	contract(H7); insurance(H8)
insurance policy	7	7,8	yes	contract(H7); insurance(H8)
intellect	5	5	no	intelligence(H5); intellect(H5)
intellectual	5	5	no	intellect(H5)
intellectual nourishment	2	2	no	food(H2)
intellectual property	4	4	no	property(H4)
intelligence	5	5	no	intelligence(H5)
intelligence agency	5	5	no	intelligence(H5)
intelligence community	5	5	no	intelligence(H5)
intelligence information	5	5	no	intelligence(H5)
intelligence service	5	5	no	intelligence(H5)
intercommunication	3	3	no	communication(H3)
interest expense	12	12	no	expense(H12)
interior decoration	7	7	no	trade(H7)
interior design	7	7	no	trade(H7)
interlude	5	5	no	show(H5)
intermarriage	7	7	no	marriage(H7)
intermezzo	5	5	no	show(H5)
internalisation	5	5	no	learning(H5)
internalization	5	5	no	learning(H5)
international intelligence agency	5	5	no	intelligence(H5)
internationalism	9	9	no	philosophy(H9)
internment	12	12	no	confinement(H12)
intestinal colic	6	6	no	pain(H6)
intimate	11	11	no	friend(H11)
intravasation	6	6	no	injury(H6)
intrepidity	3	3	no	courage(H3)
intrigue	5	5	no	romance(H5)
intuition	8	8	no	intuition(H8)
intuitive feeling	8	8	no	intuition(H8)
inundation	7	7	no	deal(H7)
invention	5	5	no	creativity(H5)
inventiveness	5	5	no	creativity(H5)
investigating	6	6,8	yes	work(H6); investigation(H8)
investigation	6	6,8	yes	work(H6); research(H8); investigation(H8)
investing	2	2,5	yes	finance(H2); investment(H5)
investiture	10	10	no	promotion(H10)
investment	2	2,5,10	yes	finance(H2); investment(H5); promotion(H10)
investment funds	5	5	no	investment(H5)
invitation	3	3	no	letter(H3)
involvement	10	10	no	status(H10)
ionisation	10	10	no	status(H10)
ionization	10	10	no	status(H10)
iota	3	3	no	letter(H3)
ironing	6	6	no	work(H6)
ironwork	6	6	no	work(H6)
irradiation	10	10	no	status(H10)
irredentism	9	9	no	philosophy(H9)
irridentism	9	9	no	philosophy(H9)
islam nation	11	11	no	community(H11)
islamic ummah	11	11	no	community(H11)
ism	9	9	no	philosophy(H9)
isolation	12	12	no	isolation(H12)
isotropy	4	4	no	property(H4)
issue	1	1,2,11	yes	beginning(H1); income(H2); yield(H11)
italian	5	5	no	romance(H5)
itch	11	11	no	desire(H11)
izzard	3	3	no	letter(H3)
jail	12	12	no	jail(H12)
jailhouse	12	12	no	jail(H12)
jainism	9	9	no	religion(H9); faith(H9)
jalopy	4	4	no	car(H4)
jamboree	11	11	no	celebration(H11)
jeep	4	4	no	car(H4)
jewish religion	9	9	no	religion(H9); faith(H9)
job	6	6,10	yes	work(H6); job(H6); duty(H6); occupation(H10)
jobholder	6	6	no	employee(H6)
jocosity	5	5	no	fun(H5)
jocularity	5	5	no	fun(H5)
john	7	7	no	client(H7); customer(H7)
joint return	11	11	no	return(H11)
jointure	4	4	no	estate(H4)
jollification	11	11	no	celebration(H11)
joss house	9	9	no	temple(H9)
journal	3	3	no	writing(H3)
journalism	3	3,10	yes	journalism(H3); profession(H10)
jubilation	11	11	no	celebration(H11)
judaism	9	9	no	religion(H9); faith(H9)
judge	10	10	no	authority(H10)
judgement	9	9	no	wisdom(H9)
judgment	9	9	no	wisdom(H9)
judicial proceeding	6	6	no	litigation(H6)
judiciousness	9	9	no	wisdom(H9)
judo	5	5	no	sport(H5)
jug	12	12	no	jail(H12)
juice	1	1	no	vitality(H1)
jumping-off place	4	4	no	roots(H4)
junk food	2	2	no	food(H2)
junket	2	2	no	eating(H2)
jurisprudence	9	9	no	philosophy(H9)
jury	1	1	no	body(H1)
juxtaposition	10	10	no	position(H10)
kabala	8	8	no	secret(H8)
kabbala	8	8	no	secret(H8)
kabbalah	8	8	no	secret(H8)
kabbalism	9	9	no	philosophy(H9)
kale	2	2	no	money(H2)
kaph	3	3	no	letter(H3)
kappa	3	3	no	letter(H3)
kawasaki disease	6	6	no	disease(H6)
keenness	5	5	no	intelligence(H5)
keeping	2	2,6	yes	possession(H2); duty(H6)
kenya fever	6	6	no	disease(H6)
kept woman	5	5	no	lover(H5)
keratalgia	6	6	no	pain(H6)
ketone group	11	11	no	group(H11)
khalsa	9	9	no	religion(H9); faith(H9)
khanate	4	4	no	land(H4)
khi	3	3	no	letter(H3)
ki	1	1	no	vitality(H1)
kickoff	1	1	no	beginning(H1)
kid	5	5	no	child(H5); kid(H5)
kiddy	5	5	no	child(H5); kid(H5)
kidskin	5	5	no	kid(H5)
killing	2	2,11	yes	earnings(H2); profit(H11)
kindergarten	4	4	no	kindergarten(H4)
kindergartener	5	5	no	child(H5); kid(H5)
kindergartner	5	5	no	child(H5); kid(H5)
kinetosis	6	6	no	sickness(H6)
king	6	6	no	competitor(H6); rival(H6)
king's ransom	2	2	no	treasure(H2)
kingdom	4	4,11	yes	land(H4); group(H11)
kingship	10	10	no	rank(H10)
kip	12	12	no	sleep(H12)
kirk	9	9	no	church(H9)
kisser	5	5	no	lover(H5)
kitchen garden	4	4	no	garden(H4)
knack	3	3	no	talent(H3)
knife	3	3	no	arm(H3)
knock on	5	5	no	play(H5)
knowledgeability	9	9	no	wisdom(H9)
knowledgeableness	9	9	no	wisdom(H9)
knuckle duster	3	3	no	arm(H3)
knuckles	3	3	no	arm(H3)
knucks	3	3	no	arm(H3)
kyd	5	5	no	kid(H5)
labor	6	6,12	yes	work(H6); labor(H6); confinement(H12)
labor agreement	7	7	no	contract(H7)
labor contract	7	7	no	contract(H7)
labor force	6	6	no	labor(H6)
labor pain	6	6	no	pain(H6)
labor pool	6	6	no	labor(H6)
labour	6	6,12	yes	work(H6); labor(H6); confinement(H12)
lacework	6	6	no	work(H6)
lacquerware	6	6	no	work(H6)
lactosuria	10	10	no	status(H10)
lady friend	5	5	no	lover(H5)
lag	12	12	no	jail(H12)
laissez faire	9	9	no	philosophy(H9)
lake dwelling	4	4	no	home(H4); dwelling(H4)
lamasery	12	12	no	monastery(H12)
lambda	3	3	no	letter(H3)
lamedh	3	3	no	letter(H3)
lance	3	3	no	arm(H3)
land	4	4,6,10	yes	land(H4); estate(H4); real estate(H4); soil(H4); job(H6)
landed estate	4	4	no	estate(H4); real estate(H4)
landholding	4	4	no	property(H4)
landmark	10	10	no	position(H10)
landrover	4	4	no	car(H4)
landscaping	4	4	no	garden(H4)
language	2	2,3	yes	speech(H2); communication(H3)
language learning	5	5	no	learning(H5)
lanthanide	11	11	no	group(H11)
lanthanoid	11	11	no	group(H11)
lanthanon	11	11	no	group(H11)
lapdog	6	6	no	dog(H6)
largeness	5	5	no	intelligence(H5)
larn	5	5	no	learning(H5)
last	10	10	no	rank(H10)
laterite	4	4	no	soil(H4)
latinian language	5	5	no	romance(H5)
latinism	6	6	no	loan(H6)
laurel wreath	10	10	no	honor(H10)
laurels	10	10	no	honor(H10)
lavation	6	6	no	work(H6)
law	9	9	no	philosophy(H9)
law firm	4	4	no	house(H4)
lawmaking	10	10	no	government(H10)
lawn tennis	5	5	no	tennis(H5)
lawsuit	6	6	no	lawsuit(H6)
laxity	10	10	no	status(H10)
laxness	10	10	no	status(H10)
lazar house	12	12	no	hospital(H12)
lazaret	12	12	no	hospital(H12)
lazarette	12	12	no	hospital(H12)
lazaretto	12	12	no	hospital(H12)
lead	10	10	no	position(H10); leadership(H10)
lead poisoning	6	6	no	illness(H6); sickness(H6)
leaders	1	1,10	yes	body(H1); leadership(H10)
leadership	1	1,10	yes	body(H1); status(H10); leadership(H10)
leading	10	10	no	leadership(H10)
leakiness	10	10	no	status(H10)
learn	5	5	no	learning(H5)
learned profession	10	10	no	profession(H10)
learnedness	5	5	no	learning(H5); education(H5)
learning	5	5	no	learning(H5); education(H5)
learning ability	5	5	no	intelligence(H5)
lease	4	4,7	yes	property(H4); contract(H7)
leasehold	4	4	no	estate(H4)
least effort	3	3	no	effort(H3)
least resistance	3	3	no	effort(H3)
leatherwork	6	6	no	work(H6)
lecture	2	2	no	speech(H2)
lees	2	2	no	deposit(H2)
left	3	3,10	yes	hand(H3); position(H10)
left hand	3	3	no	hand(H3)
left-handedness	10	10	no	status(H10)
leftovers	2	2	no	food(H2)
legacy	8	8	no	inheritance(H8); legacy(H8)
legal community	10	10	no	profession(H10)
legal duty	6	6	no	duty(H6)
legal jointure	4	4	no	estate(H4)
legal philosophy	9	9	no	philosophy(H9)
legal profession	10	10	no	profession(H10)
legal residence	4	4	no	residence(H4)
legal status	10	10	no	status(H10)
legislating	10	10	no	government(H10)
legislation	10	10	no	government(H10)
legs	1	1	no	stamina(H1)
lend	6	6	no	loan(H6)
length of service	8	8	no	longevity(H8)
leonberg	6	6	no	dog(H6)
lesion	6	6	no	injury(H6)
letter	3	3,10	yes	letter(H3); honor(H10)
letter of intent	3	3	no	letter(H3)
lettering	3	3	no	writing(H3)
letters	5	5	no	learning(H5)
letting	4	4	no	property(H4)
lettuce	2	2	no	money(H2)
level	4	4,10	yes	property(H4); rank(H10)
leverage	5	5	no	investment(H5)
leveraging	5	5	no	investment(H5)
lexicography	3	3	no	writing(H3)
liabilities	2	2	no	possession(H2)
liability insurance	8	8	no	insurance(H8)
liberation	3	3,10	yes	effort(H3); achievement(H10)
library routine	6	6	no	routine(H6)
licensing agreement	7	7	no	contract(H7)
lick	2	2	no	deposit(H2)
licorice root	4	4	no	roots(H4)
lie	4	4,10	yes	dwelling(H4); position(H10)
lie in	4	4	no	dwelling(H4)
lie low	8	8	no	hidden(H8)
life	1	1	no	life(H1)
life assurance	8	8	no	insurance(H8)
life estate	4	4	no	estate(H4)
life force	1	1	no	vitality(H1)
life form	1	1	no	body(H1)
life history	10	10	no	career(H10)
life insurance	8	8	no	insurance(H8)
life office	10	10	no	office(H10)
lifesaving	2	2	no	savings(H2)
lifework	10	10	no	career(H10); vocation(H10)
light	1	1,9,10,11	yes	vitality(H1); ethics(H9); morality(H9); status(H10); position(H10)
light arm	3	3	no	arm(H3)
light diet	2	2	no	diet(H2)
light within	9	9	no	ethics(H9); morality(H9)
limb	3	3	no	arm(H3)
limo	4	4	no	car(H4)
limousine	4	4	no	car(H4)
line	3	3,6,10	yes	communication(H3); job(H6); occupation(H10); position(H10)
line of duty	6	6	no	duty(H6)
line of work	6	6,10	yes	job(H6); occupation(H10)
line worker	6	6	no	employee(H6)
lineage	8	8	no	inheritance(H8)
lineament	1	1	no	character(H1)
linear perspective	1	1	no	appearance(H1)
linguistic communication	3	3	no	communication(H3)
linkage	8	8	no	inheritance(H8)
liquid diet	2	2	no	diet(H2)
litany	2	2	no	speech(H2)
literacy	3	3	no	skill(H3)
literalism	9	9	no	philosophy(H9)
literary composition	3	3	no	writing(H3)
literary criticism	3	3	no	writing(H3)
literary work	3	3	no	writing(H3)
literature	3	3,10	yes	writing(H3); profession(H10)
litigation	6	6	no	litigation(H6)
litmus test	5	5	no	exam(H5)
little brother	3	3	no	brother(H3)
little sister	3	3	no	sister(H3)
liturgist	10	10	no	authority(H10)
live body	1	1	no	body(H1)
liver disease	6	6	no	disease(H6)
liveryman	6	6	no	employee(H6)
lividity	1	1	no	complexion(H1)
lividness	1	1	no	complexion(H1)
living	1	1	no	life(H1)
living wage	2	2	no	earnings(H2)
load	2	2	no	deposit(H2)
loaf	2	2	no	food(H2)
loam	4	4	no	soil(H4)
loan	6	6	no	debt(H6); loan(H6)
loan office	10	10	no	office(H10)
loan participation	6	6	no	loan(H6)
loaner	4	4	no	car(H4)
loanword	6	6	no	loan(H6)
lobbying expense	12	12	no	expense(H12)
local government	10	10	no	government(H10)
locality	3	3	no	neighborhood(H3)
lockup	12	12	no	jail(H12)
locution	2	2	no	speech(H2)
lode	2	2	no	deposit(H2)
lodge	4	4	no	home(H4); house(H4); dwelling(H4)
lodging	4	4	no	residence(H4)
lodging house	4	4	no	house(H4)
loess	4	4	no	soil(H4)
logging	6	6	no	work(H6)
logic	9	9	no	philosophy(H9)
lolly	2	2	no	money(H2)
loneliness	12	12	no	isolation(H12)
long journey	9	9	no	long journey(H9)
long suit	2	2	no	asset(H2)
longevity	8	8	no	longevity(H8)
longhand	3	3	no	hand(H3)
longing	11	11	no	desire(H11)
look	1	1	no	appearance(H1)
look up	8	8	no	research(H8)
loop gain	11	11	no	gain(H11)
loose end	6	6	no	work(H6)
loot	2	2	no	money(H2)
lords spiritual	4	4	no	estate(H4)
lords temporal	4	4	no	estate(H4)
lordship	10	10	no	authority(H10)
loss	8	8,12	yes	death(H8); loss(H12)
lot	7	7,9	yes	deal(H7); luck(H9)
lottery	8	8	no	accident(H8)
lounge car	4	4	no	car(H4)
love	5	5	no	lover(H5)
love affair	5	5	no	romance(H5)
love match	7	7	no	marriage(H7); wedding(H7)
lover	5	5	no	lover(H5)
low status	10	10	no	status(H10)
low-fat diet	2	2	no	diet(H2)
low-salt diet	2	2	no	diet(H2)
low-sodium diet	2	2	no	diet(H2)
lowliness	10	10	no	status(H10)
lowness	10	10	no	status(H10)
lubrication	10	10	no	status(H10)
luck	2	2,9	yes	fortune(H2); luck(H9); fortune(H9)
luck it	5	5	no	gambling(H5)
luck through	5	5	no	gambling(H5)
luckiness	9	9	no	luck(H9)
lucrativeness	11	11	no	gain(H11); profit(H11)
lucre	2	2,11	yes	money(H2); income(H2); earnings(H2); profit(H11)
ludi saeculares	11	11	no	celebration(H11)
luggage van	4	4	no	car(H4)
lumbering	7	7	no	trade(H7)
lumpenproletariat	6	6	no	labor(H6)
lunch	2	2	no	eating(H2)
lunching	2	2	no	eating(H2)
luridness	1	1	no	complexion(H1)
lurk	8	8	no	hidden(H8)
luxuriousness	2	2	no	wealth(H2)
luxury	2	2	no	wealth(H2)
lying-in	6	6,12	yes	labor(H6); confinement(H12)
ma	4	4	no	mother(H4)
machine	4	4	no	car(H4)
macushla	6	6	no	pet(H6)
magic spell	2	2	no	speech(H2)
magical spell	2	2	no	speech(H2)
magnitude	4	4	no	property(H4)
maidenhood	4	4	no	childhood(H4)
maidhood	4	4	no	childhood(H4)
mail	3	3	no	communication(H3)
mail car	4	4	no	car(H4)
mail service	3	3	no	communication(H3)
main office	10	10	no	office(H10)
maisonette	4	4	no	house(H4)
maisonnette	4	4	no	house(H4)
majority rule	9	9	no	philosophy(H9)
make-up	4	4	no	property(H4)
make-work	6	6	no	work(H6)
makeup	4	4	no	property(H4)
malady	6	6,10	yes	illness(H6); sickness(H6); status(H10)
male offspring	5	5	no	child(H5)
male parent	9	9	no	father(H9)
malicious gossip	8	8	no	scandal(H8)
malignance	6	6	no	disease(H6)
malignancy	6	6	no	disease(H6)
malpractice insurance	8	8	no	insurance(H8)
mama	4	4	no	mother(H4)
mamma	4	4	no	mother(H4)
mammon	2	2	no	wealth(H2)
mammy	4	4	no	mother(H4)
man	5	5,6,11	yes	lover(H5); subordinate(H6); group(H11)
man and wife	2	2,7	yes	family(H2); marriage(H7)
man-child	5	5	no	child(H5)
manager	10	10	no	manager(H10)
manageress	10	10	no	manager(H10)
managing director	10	10	no	manager(H10)
mandator	10	10	no	authority(H10)
mandrake	4	4	no	roots(H4)
mandrake root	4	4	no	roots(H4)
manichaeanism	9	9	no	religion(H9); faith(H9)
manichaeism	9	9	no	religion(H9); faith(H9)
manifestation	1	1	no	appearance(H1)
manioc	4	4	no	roots(H4)
mankind	11	11	no	group(H11)
manna	2	2	no	food(H2)
manna from heaven	2	2	no	food(H2)
manner	4	4	no	property(H4)
manor	4	4	no	estate(H4)
manse	4	4	no	house(H4); residence(H4)
mansion	4	4	no	house(H4)
mansion house	4	4	no	house(H4)
manual labor	6	6	no	labor(H6)
manual labour	6	6	no	labor(H6)
manus	3	3	no	hand(H3)
manuscript	3	3	no	writing(H3)
mar	1	1	no	appearance(H1)
marbles	5	5	no	intelligence(H5)
marchioness	7	7	no	wife(H7)
margin	2	2,11	yes	earnings(H2); profit(H11)
market garden	4	4	no	garden(H4)
market research	8	8	no	research(H8)
marketer	7	7	no	seller(H7)
marketing research	8	8	no	research(H8)
marksmanship	3	3	no	skill(H3)
markup	2	2,11	yes	earnings(H2); profit(H11)
marl	4	4	no	soil(H4)
marriage	2	2,7	yes	family(H2); marriage(H7); wedding(H7)
marriage ceremony	7	7	no	marriage(H7); wedding(H7)
marriage contract	7	7	no	contract(H7)
marriage of convenience	7	7	no	marriage(H7)
marriage settlement	7	7	no	contract(H7)
married couple	2	2,7	yes	family(H2); marriage(H7)
married man	7	7	no	spouse(H7); partner(H7); husband(H7)
married person	7	7	no	spouse(H7); partner(H7)
married woman	7	7	no	spouse(H7); partner(H7); wife(H7)
marseilles fever	6	6	no	disease(H6)
martyrdom	8	8	no	death(H8)
mask	8	8	no	hidden(H8)
mason	3	3	no	brother(H3)
masonry	7	7	no	trade(H7)
mass	7	7,11	yes	deal(H7); group(H11)
masses	11	11	no	group(H11)
mastalgia	6	6	no	pain(H6)
master	10	10	no	authority(H10)
mastering	5	5	no	education(H5)
mastermind	5	5	no	intellect(H5)
masterpiece	6	6,10	yes	work(H6); achievement(H10)
mastership	3	3	no	skill(H3)
masterstroke	10	10	no	achievement(H10)
match	2	2,6	yes	family(H2); rival(H6)
mate	7	7,11	yes	spouse(H7); partner(H7); friend(H11)
mater	4	4	no	mother(H4)
material body	1	1	no	body(H1)
material possession	4	4	no	property(H4)
materialisation	1	1	no	appearance(H1)
materialism	11	11	no	desire(H11)
materialization	1	1	no	appearance(H1)
maternity	5	5	no	pregnancy(H5)
maternity hospital	12	12	no	hospital(H12)
mates	2	2	no	family(H2)
math teacher	9	9	no	teacher(H9)
mathematical group	11	11	no	group(H11)
mathematics teacher	9	9	no	teacher(H9)
matrimony	7	7	no	marriage(H7)
matron	7	7	no	wife(H7)
matter	3	3	no	writing(H3)
maulers	3	3	no	hand(H3)
mayoress	7	7	no	wife(H7)
mazdaism	9	9	no	religion(H9); faith(H9)
meat	2	2	no	food(H2)
meat hooks	3	3	no	hand(H3)
mechanical drawing	7	7	no	trade(H7)
mechanisation	10	10	no	status(H10)
mechanization	10	10	no	status(H10)
medal	10	10	no	honor(H10)
medallion	10	10	no	honor(H10)
media	3	3	no	media(H3)
mediation	7	7	no	negotiation(H7)
medical expense	12	12	no	expense(H12)
medical report	5	5	no	study(H5)
meditation	12	12	no	meditation(H12)
medium	2	2,3,6,10	yes	food(H2); communication(H3); media(H3); job(H6); occupation(H10)
meeting of minds	7	7	no	agreement(H7)
megabucks	2	2	no	money(H2)
megadeath	8	8	no	death(H8)
melagra	6	6	no	pain(H6)
melioration	10	10	no	status(H10)
mellowness	4	4	no	property(H4)
mem	3	3	no	letter(H3)
membership	1	1	no	body(H1)
memorisation	5	5	no	learning(H5)
memorization	5	5	no	learning(H5)
menage	2	2	no	family(H2)
menage a trois	2	2	no	family(H2)
meniere's disease	6	6	no	disease(H6)
mental anguish	6	6	no	pain(H6)
mental capacity	5	5	no	intelligence(H5)
mental condition	10	10	no	status(H10)
mental dexterity	5	5	no	intelligence(H5)
mental home	12	12	no	hospital(H12)
mental hospital	12	12	no	hospital(H12)
mental institution	12	12	no	hospital(H12)
mental quickness	5	5	no	intelligence(H5)
mental state	10	10	no	status(H10)
mentality	5	5	no	intelligence(H5)
mention	10	10	no	honor(H10)
mentor	5	5,9	yes	intellect(H5); mentor(H9)
meralgia	6	6	no	pain(H6)
mercy	9	9	no	blessing(H9)
merger agreement	7	7	no	contract(H7)
merit pay	2	2	no	earnings(H2)
merriment	5	5	no	fun(H5)
merrymaking	11	11	no	celebration(H11)
mesh	11	11	no	network(H11)
meshing	11	11	no	network(H11)
meshwork	11	11	no	network(H11)
mess	2	2,7	yes	eating(H2); deal(H7)
message	3	3	no	communication(H3)
messmate	11	11	no	friend(H11)
messuage	4	4	no	home(H4); dwelling(H4)
metacyesis	5	5	no	pregnancy(H5)
metalhead	5	5	no	lover(H5)
metalwork	6	6	no	work(H6)
metaphysics	9	9	no	philosophy(H9)
methylene	11	11	no	group(H11)
methylene group	11	11	no	group(H11)
methylene radical	11	11	no	group(H11)
metier	2	2,6,10	yes	asset(H2); job(H6); occupation(H10)
metralgia	6	6	no	pain(H6)
metrification	3	3	no	writing(H3)
mettle	3	3	no	courage(H3)
mexican hairless	6	6	no	dog(H6)
mickle	7	7	no	deal(H7)
microfilm	5	5	no	film(H5)
micronutrient	2	2	no	food(H2)
microscopy	8	8	no	research(H8)
midterm	5	5	no	exam(H5)
midterm exam	5	5	no	exam(H5)
midterm examination	5	5	no	exam(H5)
militainment	5	5	no	entertainment(H5)
military control	10	10	no	occupation(H10)
military government	10	10	no	government(H10)
military hospital	12	12	no	hospital(H12)
military intelligence	5	5	no	intelligence(H5)
military intelligence agency	5	5	no	intelligence(H5)
military position	10	10	no	position(H10)
military rank	10	10	no	rank(H10)
military rating	10	10	no	rank(H10)
military vehicle	4	4	no	vehicle(H4)
militia	1	1	no	body(H1)
milk sickness	6	6	no	disease(H6)
millennium	9	9	no	philosophy(H9)
millionth	10	10	no	rank(H10)
mimesis	6	6	no	disease(H6)
mind	5	5	no	intelligence(H5); intellect(H5)
minibike	4	4	no	bike(H4)
minicar	4	4	no	car(H4)
minimum wage	2	2	no	earnings(H2)
ministry	6	6	no	work(H6)
minivan	4	4	no	car(H4)
minor	5	5	no	child(H5); kid(H5)
minor expense	12	12	no	expense(H12)
mint	7	7	no	deal(H7)
mintage	7	7	no	trade(H7)
miracle play	5	5	no	play(H5)
miraculous food	2	2	no	food(H2)
misalliance	7	7	no	marriage(H7)
misappropriation	6	6	no	borrowing(H6)
mischance	2	2,9	yes	fortune(H2); luck(H9); fortune(H9)
misfortune	9	9	no	luck(H9)
misgovernment	10	10	no	government(H10)
mishap	2	2,9	yes	fortune(H2); luck(H9); fortune(H9)
misrule	10	10	no	government(H10)
missile	3	3	no	arm(H3)
mission	6	6	no	work(H6)
missionary	9	9	no	teacher(H9)
missionary work	6	6	no	work(H6)
missis	7	7	no	wife(H7)
missive	3	3	no	letter(H3)
missus	7	7	no	wife(H7)
mist	8	8	no	hidden(H8)
mistress	5	5	no	lover(H5)
mithraicism	9	9	no	religion(H9); faith(H9)
mithraism	9	9	no	religion(H9); faith(H9)
mitt	3	3	no	hand(H3)
mittelschmerz	6	6	no	pain(H6)
mixed marriage	7	7	no	marriage(H7)
mixer	11	11	no	social(H11)
mixologist	6	6	no	employee(H6)
mixology	3	3	no	skill(H3)
mode	4	4,10	yes	property(H4); status(H10)
model t	4	4	no	car(H4)
modus operandi	6	6	no	routine(H6)
moksha	12	12	no	moksha(H12)
mold	4	4	no	soil(H4)
mole cricket	5	5	no	cricket(H5)
mollycoddle	6	6	no	pet(H6)
mom	4	4	no	mother(H4)
momma	4	4	no	mother(H4)
mommy	4	4	no	mother(H4)
monandry	7	7	no	marriage(H7)
monastery	12	12	no	monastery(H12)
monetary fund	2	2	no	money(H2)
money	2	2	no	money(H2)
mongrel	6	6	no	dog(H6)
monism	9	9	no	philosophy(H9)
monkey	5	5	no	child(H5); kid(H5)
monogamist	7	7	no	spouse(H7); partner(H7)
monogamousness	7	7	no	marriage(H7)
monogamy	7	7	no	marriage(H7)
monogynist	7	7	no	spouse(H7); partner(H7)
monologue	2	2	no	speech(H2)
mood	10	10	no	status(H10)
moolah	2	2	no	money(H2)
moot	6	6	no	lawsuit(H6)
moral obligation	6	6	no	duty(H6)
moral philosophy	9	9	no	philosophy(H9); ethics(H9)
moral principle	9	9	no	ethics(H9)
moral sense	9	9	no	ethics(H9); morality(H9)
morality	9	9	no	ethics(H9); morality(H9)
morality play	5	5	no	play(H5)
morals	9	9	no	ethics(H9); morality(H9)
morning sickness	6	6	no	sickness(H6)
mortgage loan	6	6	no	loan(H6)
mortification	8	8	no	death(H8)
mortmain	4	4	no	real estate(H4)
mosque	9	9	no	mosque(H9)
mother	4	4	no	mother(H4)
mother-in-law	4	4	no	mother(H4)
motion picture	5	5	no	movie(H5); film(H5)
motion sickness	6	6	no	sickness(H6)
motion-picture film	5	5	no	film(H5)
motion-picture show	5	5	no	movie(H5); film(H5)
motivation	10	10	no	status(H10)
motorbike	4	4	no	bike(H4)
motorcar	4	4	no	car(H4)
motorcycle	4	4	no	bike(H4)
mould	4	4	no	soil(H4)
mountain	7	7	no	deal(H7)
mountain bike	4	4	no	bike(H4)
movie	5	5	no	movie(H5); film(H5)
movie film	5	5	no	film(H5)
movie house	5	5	no	cinema(H5)
movie theater	5	5	no	cinema(H5)
movie theatre	5	5	no	cinema(H5)
moving expense	12	12	no	expense(H12)
moving picture	5	5	no	movie(H5); film(H5)
moving-picture show	5	5	no	movie(H5); film(H5)
ms	3	3	no	writing(H3)
mu	3	3	no	letter(H3)
muckle	7	7	no	deal(H7)
mud	4	4	no	soil(H4)
mug's game	3	3	no	effort(H3)
multiculturalism	9	9	no	philosophy(H9)
multiplex	5	5	no	cinema(H5)
multitude	11	11	no	group(H11)
multiversity	9	9	no	university(H9)
mum	4	4	no	mother(H4)
mummification	10	10	no	status(H10)
mummy	1	1,4	yes	body(H1); mother(H4)
murder mystery	8	8	no	mystery(H8)
muscle	10	10	no	authority(H10)
music teacher	9	9	no	teacher(H9)
musical	5	5	no	play(H5); movie(H5); film(H5)
